"subj" "item" "rt" "question.acc" "cond_rt" "int"
"49775" 66 2 390 1 "HI" 1
"49789" 66 52 1383 1 "HI" 1
"49803" 66 31 1186 1 "LI" -1
"49816" 66 47 361 1 "LI" -1
"49830" 66 59 845 1 "LI" -1
"49843" 66 29 218 1 "LI" -1
"49856" 66 18 813 1 "LI" -1
"49869" 66 41 1225 1 "LI" -1
"49882" 66 46 849 0 "HI" 1
"49894" 66 27 634 1 "HI" 1
"49908" 66 39 1433 0 "HI" 1
"49921" 66 38 1275 1 "HI" 1
"49934" 66 12 1709 1 "LI" -1
"49948" 66 53 741 1 "LI" -1
"49960" 66 30 1157 1 "LI" -1
"49973" 66 28 1580 0 "HI" 1
"49987" 66 4 892 1 "HI" 1
"50000" 66 24 1121 1 "LI" -1
"50013" 66 13 1454 1 "LI" -1
"50026" 66 51 2290 1 "HI" 1
"50039" 66 35 920 1 "LI" -1
"50052" 66 37 1881 1 "LI" -1
"50066" 66 26 400 1 "HI" 1
"50080" 66 49 1763 1 "LI" -1
"50094" 66 17 551 1 "LI" -1
"50108" 66 23 766 1 "LI" -1
"50121" 66 1 867 0 "LI" -1
"50134" 66 43 2053 1 "LI" -1
"50147" 66 8 902 0 "HI" 1
"50160" 66 20 1429 1 "HI" 1
"50174" 66 36 1630 1 "LI" -1
"50187" 66 21 985 0 "HI" 1
"50200" 66 15 773 1 "HI" 1
"50214" 66 7 1139 1 "LI" -1
"50227" 66 14 709 1 "HI" 1
"50240" 66 40 533 0 "HI" 1
"50253" 66 16 1063 0 "HI" 1
"50267" 66 6 1755 1 "LI" -1
"50279" 66 56 1028 1 "HI" 1
"50292" 67 34 358 1 "LI" -1
"50305" 67 53 412 1 "LI" -1
"50317" 67 45 548 0 "HI" 1
"50329" 67 59 308 1 "LI" -1
"50342" 67 38 326 1 "HI" 1
"50355" 67 39 329 1 "HI" 1
"50368" 67 23 416 1 "LI" -1
"50381" 67 40 326 1 "LI" -1
"50394" 67 6 505 1 "LI" -1
"50406" 67 2 430 1 "HI" 1
"50420" 67 33 290 1 "HI" 1
"50433" 67 29 365 1 "LI" -1
"50446" 67 44 322 1 "HI" 1
"50459" 67 27 412 1 "HI" 1
"50473" 67 16 351 1 "LI" -1
"50487" 67 19 469 1 "HI" 1
"50501" 67 54 322 0 "LI" -1
"50513" 67 47 372 1 "LI" -1
"50527" 67 3 304 1 "HI" 1
"50539" 67 5 358 1 "LI" -1
"50553" 67 32 336 1 "HI" 1
"50567" 67 37 469 1 "HI" 1
"50581" 67 17 340 1 "LI" -1
"50595" 67 18 365 0 "LI" -1
"50608" 67 41 394 1 "LI" -1
"50621" 67 10 369 1 "LI" -1
"50635" 67 51 491 1 "HI" 1
"50648" 67 35 573 1 "LI" -1
"50661" 67 25 358 1 "HI" 1
"50674" 67 43 347 1 "HI" 1
"50687" 67 36 430 1 "LI" -1
"50700" 67 31 347 1 "HI" 1
"50713" 67 60 304 1 "LI" -1
"50726" 67 4 337 1 "LI" -1
"50739" 67 22 229 1 "LI" -1
"50753" 67 50 469 1 "HI" 1
"50766" 67 20 555 1 "HI" 1
"50780" 67 30 588 1 "LI" -1
"50793" 67 49 336 1 "HI" 1
"50807" 67 48 297 1 "LI" -1
"50821" 67 24 343 1 "LI" -1
"50834" 67 15 301 1 "HI" 1
"50847" 67 57 329 1 "HI" 1
"50859" 67 13 247 1 "HI" 1
"50872" 67 12 214 1 "LI" -1
"50886" 67 9 275 1 "HI" 1
"50899" 67 46 308 1 "LI" -1
"50911" 67 58 602 1 "LI" -1
"50924" 67 8 275 1 "HI" 1
"50937" 67 7 261 1 "HI" 1
"50950" 67 26 290 1 "HI" 1
"50964" 67 52 297 1 "LI" -1
"50978" 67 28 322 1 "LI" -1
"50992" 67 56 246 1 "HI" 1
"51005" 67 1 279 1 "HI" 1
"51018" 67 14 502 0 "HI" 1
"51031" 67 21 175 1 "HI" 1
"51044" 67 11 311 1 "LI" -1
"51057" 67 55 243 1 "HI" 1
"51070" 68 21 365 1 "LI" -1
"51083" 68 29 1241 1 "LI" -1
"51096" 68 7 1614 0 "HI" 1
"51109" 68 20 376 1 "HI" 1
"51123" 68 52 1973 1 "LI" -1
"51137" 68 44 286 1 "HI" 1
"51150" 68 39 311 1 "LI" -1
"51162" 68 40 297 1 "LI" -1
"51175" 68 28 336 1 "LI" -1
"51189" 68 43 401 1 "HI" 1
"51202" 68 9 351 1 "LI" -1
"51215" 68 32 365 0 "HI" 1
"51229" 68 12 925 1 "HI" 1
"51243" 68 55 390 1 "HI" 1
"51256" 68 2 1531 1 "HI" 1
"51270" 68 18 369 1 "HI" 1
"51283" 68 4 390 1 "LI" -1
"51296" 68 16 666 1 "LI" -1
"51310" 68 50 519 1 "HI" 1
"51323" 68 23 304 1 "LI" -1
"51336" 68 35 491 0 "LI" -1
"51349" 68 25 362 1 "HI" 1
"51362" 68 37 430 1 "HI" 1
"51376" 68 45 361 0 "LI" -1
"51388" 68 33 311 1 "LI" -1
"51401" 68 26 297 0 "HI" 1
"51415" 68 46 408 1 "LI" -1
"51427" 68 34 401 0 "LI" -1
"51440" 68 3 527 1 "LI" -1
"51453" 68 17 372 1 "LI" -1
"51467" 68 30 577 1 "HI" 1
"51480" 68 48 326 1 "HI" 1
"51494" 68 36 354 1 "HI" 1
"51507" 68 51 326 1 "LI" -1
"51520" 68 10 297 1 "LI" -1
"51534" 68 59 333 1 "LI" -1
"51547" 68 31 279 1 "HI" 1
"51560" 68 49 325 1 "HI" 1
"51574" 68 5 609 1 "LI" -1
"51588" 68 56 386 0 "HI" 1
"51601" 68 57 336 1 "LI" -1
"51613" 68 22 372 1 "LI" -1
"51627" 68 41 261 1 "LI" -1
"51640" 68 27 430 1 "LI" -1
"51654" 68 11 365 0 "LI" -1
"51667" 68 47 387 1 "LI" -1
"51681" 68 14 318 1 "HI" 1
"51694" 68 58 372 1 "LI" -1
"51707" 68 60 473 1 "HI" 1
"51720" 68 13 261 1 "HI" 1
"51733" 68 53 361 1 "LI" -1
"51745" 68 15 268 1 "LI" -1
"51759" 68 24 372 1 "HI" 1
"51772" 68 6 315 1 "HI" 1
"51784" 68 1 318 1 "HI" 1
"51797" 68 19 329 1 "HI" 1
"51811" 68 42 372 1 "HI" 1
"51824" 68 54 358 1 "HI" 1
"51836" 68 38 322 1 "HI" 1
"51849" 68 8 286 1 "HI" 1
"51862" 69 51 254 0 "LI" -1
"51875" 69 21 1638 1 "LI" -1
"51888" 69 3 329 0 "LI" -1
"51901" 69 8 282 0 "LI" -1
"51914" 69 25 218 0 "HI" 1
"51927" 69 4 279 1 "LI" -1
"51940" 69 22 400 0 "LI" -1
"51954" 69 20 343 1 "LI" -1
"51968" 69 13 372 0 "HI" 1
"51981" 69 39 601 1 "LI" -1
"51994" 69 29 350 0 "HI" 1
"52007" 69 56 296 1 "LI" -1
"52020" 69 27 763 1 "LI" -1
"52034" 69 58 1602 1 "LI" -1
"52047" 69 50 253 1 "LI" -1
"52060" 69 38 336 0 "LI" -1
"52073" 69 42 250 1 "HI" 1
"52086" 69 44 383 1 "LI" -1
"52099" 69 53 770 1 "HI" 1
"52111" 69 14 286 1 "LI" -1
"52124" 69 45 315 1 "LI" -1
"52136" 69 7 1007 0 "HI" 1
"52149" 69 43 372 1 "HI" 1
"52162" 69 23 781 1 "HI" 1
"52175" 69 32 1408 1 "LI" -1
"52189" 69 16 296 1 "LI" -1
"52203" 69 17 551 1 "HI" 1
"52217" 69 33 243 1 "LI" -1
"52230" 69 49 257 1 "HI" 1
"52244" 69 18 268 1 "HI" 1
"52257" 69 46 257 1 "LI" -1
"52269" 69 48 501 0 "HI" 1
"52283" 69 9 307 1 "LI" -1
"52296" 69 24 286 1 "HI" 1
"52309" 69 28 228 0 "LI" -1
"52323" 69 54 286 1 "HI" 1
"52335" 69 41 211 1 "HI" 1
"52348" 69 59 257 1 "HI" 1
"52361" 69 6 401 1 "HI" 1
"52373" 69 5 246 0 "HI" 1
"52387" 69 15 677 1 "LI" -1
"52401" 69 30 386 0 "HI" 1
"52414" 69 11 214 1 "HI" 1
"52427" 69 31 221 1 "HI" 1
"52440" 69 40 304 1 "LI" -1
"52453" 69 1 247 0 "HI" 1
"52466" 69 34 243 1 "LI" -1
"52479" 69 19 264 1 "HI" 1
"52493" 69 57 236 1 "LI" -1
"52505" 69 37 214 1 "HI" 1
"52519" 69 26 250 1 "LI" -1
"52533" 69 35 236 1 "HI" 1
"52546" 69 36 522 1 "HI" 1
"52559" 69 52 264 1 "LI" -1
"52573" 69 47 347 1 "HI" 1
"52587" 69 2 257 1 "LI" -1
"52601" 69 60 257 0 "HI" 1
"52614" 69 10 214 1 "LI" -1
"52628" 69 12 246 1 "HI" 1
"52642" 69 55 243 1 "HI" 1
"52655" 70 58 960 1 "HI" 1
"52668" 70 46 974 1 "HI" 1
"52680" 70 49 849 0 "LI" -1
"52694" 70 60 1483 1 "HI" 1
"52707" 70 53 870 1 "HI" 1
"52719" 70 56 1117 1 "LI" -1
"52732" 70 33 709 0 "LI" -1
"52745" 70 10 852 1 "HI" 1
"52759" 70 34 856 1 "HI" 1
"52772" 70 1 1017 1 "LI" -1
"52785" 70 11 881 1 "HI" 1
"52798" 70 26 651 0 "LI" -1
"52812" 70 3 995 0 "LI" -1
"52825" 70 8 737 0 "LI" -1
"52838" 70 13 802 1 "LI" -1
"52851" 70 9 648 1 "LI" -1
"52864" 70 2 555 1 "LI" -1
"52878" 70 4 845 1 "HI" 1
"52891" 70 35 1067 0 "HI" 1
"52904" 70 48 834 0 "HI" 1
"52918" 70 41 540 0 "HI" 1
"52931" 70 28 590 1 "HI" 1
"52945" 70 27 1311 1 "LI" -1
"52959" 70 55 995 1 "LI" -1
"52972" 70 25 866 1 "LI" -1
"52985" 70 6 1192 1 "HI" 1
"52997" 70 37 967 1 "LI" -1
"53011" 70 32 812 1 "LI" -1
"53025" 70 57 723 0 "LI" -1
"53037" 70 43 852 1 "LI" -1
"53050" 70 47 780 1 "HI" 1
"53064" 70 19 827 1 "LI" -1
"53078" 70 44 644 1 "LI" -1
"53091" 70 24 719 0 "HI" 1
"53104" 70 20 877 1 "LI" -1
"53118" 70 59 852 1 "HI" 1
"53131" 70 18 766 0 "HI" 1
"53144" 70 38 640 1 "LI" -1
"53157" 70 14 834 1 "LI" -1
"53170" 70 31 676 1 "LI" -1
"53183" 70 5 673 0 "HI" 1
"53197" 70 15 776 1 "LI" -1
"53211" 70 45 723 0 "LI" -1
"53223" 70 17 758 0 "HI" 1
"53237" 70 30 855 0 "HI" 1
"53250" 70 7 816 0 "LI" -1
"53263" 70 54 1038 1 "HI" 1
"53275" 70 42 1034 0 "HI" 1
"53288" 70 51 848 0 "LI" -1
"53301" 70 21 866 1 "LI" -1
"53314" 70 40 769 0 "HI" 1
"53327" 70 22 937 0 "HI" 1
"53341" 70 36 748 1 "HI" 1
"53354" 70 16 1045 1 "HI" 1
"53368" 70 39 866 1 "LI" -1
"53381" 70 12 683 1 "HI" 1
"53395" 70 23 877 0 "HI" 1
"53408" 70 29 730 1 "HI" 1
"53421" 70 52 762 1 "HI" 1
"53435" 70 50 769 1 "LI" -1
"53448" 71 43 361 1 "LI" -1
"53461" 71 19 411 0 "LI" -1
"53475" 71 1 404 0 "LI" -1
"53488" 71 57 361 1 "HI" 1
"53500" 71 50 347 0 "LI" -1
"53513" 71 27 386 1 "HI" 1
"53527" 71 23 411 0 "HI" 1
"53540" 71 21 426 1 "HI" 1
"53553" 71 41 372 0 "HI" 1
"53566" 71 10 587 1 "HI" 1
"53580" 71 56 365 0 "LI" -1
"53593" 71 13 376 1 "LI" -1
"53606" 71 14 415 0 "LI" -1
"53619" 71 29 347 0 "HI" 1
"53632" 71 2 426 0 "LI" -1
"53646" 71 31 426 1 "LI" -1
"53659" 71 9 383 1 "HI" 1
"53672" 71 53 314 0 "HI" 1
"53684" 71 16 354 1 "HI" 1
"53698" 71 49 329 1 "LI" -1
"53712" 71 6 469 1 "LI" -1
"53724" 71 18 404 0 "LI" -1
"53737" 71 37 372 1 "LI" -1
"53751" 71 20 361 1 "LI" -1
"53765" 71 12 343 1 "LI" -1
"53779" 71 45 397 1 "HI" 1
"53791" 71 15 368 1 "HI" 1
"53805" 71 44 415 0 "LI" -1
"53818" 71 54 393 1 "LI" -1
"53830" 71 47 347 0 "HI" 1
"53844" 71 22 580 0 "HI" 1
"53858" 71 46 336 1 "HI" 1
"53870" 71 60 444 1 "LI" -1
"53883" 71 39 422 1 "HI" 1
"53896" 71 7 325 0 "LI" -1
"53909" 71 3 333 1 "HI" 1
"53922" 71 55 393 1 "LI" -1
"53935" 71 51 548 1 "HI" 1
"53948" 71 11 361 1 "HI" 1
"53961" 71 28 397 0 "HI" 1
"53975" 71 24 541 1 "LI" -1
"53988" 71 8 243 0 "LI" -1
"54001" 71 26 340 0 "LI" -1
"54015" 71 36 336 0 "LI" -1
"54028" 71 35 340 1 "HI" 1
"54041" 71 32 322 1 "LI" -1
"54055" 71 38 390 0 "LI" -1
"54068" 71 25 458 1 "LI" -1
"54081" 71 58 680 1 "HI" 1
"54094" 71 40 418 0 "HI" 1
"54107" 71 59 401 0 "HI" 1
"54120" 71 4 451 1 "HI" 1
"54133" 71 17 555 0 "HI" 1
"54147" 71 33 379 1 "HI" 1
"54160" 71 48 340 1 "LI" -1
"54174" 71 5 307 0 "HI" 1
"54188" 71 34 315 1 "HI" 1
"54201" 71 30 297 1 "LI" -1
"54214" 71 52 447 0 "HI" 1
"54228" 72 23 1337 0 "LI" -1
"54241" 72 48 1523 0 "LI" -1
"54255" 72 26 1394 1 "HI" 1
"54269" 72 57 1308 1 "HI" 1
"54281" 72 16 1609 0 "HI" 1
"54295" 72 37 1225 1 "LI" -1
"54309" 72 50 892 1 "HI" 1
"54322" 72 51 1326 1 "HI" 1
"54335" 72 39 867 1 "HI" 1
"54348" 72 59 1060 1 "LI" -1
"54361" 72 53 913 1 "LI" -1
"54373" 72 40 1835 0 "HI" 1
"54386" 72 30 981 1 "LI" -1
"54399" 72 20 1379 1 "HI" 1
"54413" 72 24 967 1 "LI" -1
"54426" 72 4 641 0 "HI" 1
"54439" 72 3 773 0 "HI" 1
"54452" 72 34 1286 1 "HI" 1
"54465" 72 22 1013 1 "HI" 1
"54479" 72 12 1379 0 "LI" -1
"54493" 72 58 895 1 "HI" 1
"54506" 72 14 1340 1 "HI" 1
"54519" 72 33 1214 0 "HI" 1
"54532" 72 55 1064 1 "LI" -1
"54545" 72 8 1727 0 "HI" 1
"54558" 72 46 1182 1 "HI" 1
"54570" 72 52 945 1 "HI" 1
"54584" 72 13 931 0 "LI" -1
"54597" 72 49 1174 0 "LI" -1
"54611" 72 19 494 0 "LI" -1
"54625" 72 35 1486 1 "LI" -1
"54638" 72 15 1114 1 "HI" 1
"54652" 72 29 1160 1 "LI" -1
"54665" 72 32 1454 1 "HI" 1
"54679" 72 60 1561 1 "LI" -1
"54692" 72 17 1472 1 "LI" -1
"54706" 72 2 1089 1 "HI" 1
"54720" 72 7 1020 1 "LI" -1
"54733" 72 5 959 0 "LI" -1
"54747" 72 44 1038 1 "HI" 1
"54760" 72 31 1049 1 "LI" -1
"54773" 72 18 1013 1 "LI" -1
"54786" 72 47 916 1 "LI" -1
"54800" 72 9 959 0 "HI" 1
"54813" 72 1 916 1 "LI" -1
"54826" 72 27 1303 1 "HI" 1
"54840" 72 45 1658 1 "HI" 1
"54852" 72 25 1497 1 "LI" -1
"54865" 72 41 1113 1 "LI" -1
"54878" 72 43 959 1 "LI" -1
"54891" 72 28 1307 1 "HI" 1
"54905" 72 56 988 1 "HI" 1
"54918" 72 54 1217 1 "LI" -1
"54930" 72 21 1611 1 "HI" 1
"54943" 72 11 1271 1 "LI" -1
"54956" 72 10 1231 1 "HI" 1
"54970" 72 38 1991 1 "HI" 1
"54983" 72 6 1278 1 "LI" -1
"54995" 72 36 1224 1 "LI" -1
"55008" 73 4 742 1 "LI" -1
"55021" 73 45 386 0 "HI" 1
"55033" 73 43 519 1 "HI" 1
"55046" 73 26 526 0 "HI" 1
"55060" 73 21 440 1 "HI" 1
"55073" 73 54 637 0 "LI" -1
"55085" 73 56 541 0 "HI" 1
"55098" 73 57 541 0 "HI" 1
"55110" 73 18 422 1 "LI" -1
"55123" 73 30 408 1 "LI" -1
"55136" 73 35 892 1 "LI" -1
"55149" 73 13 361 1 "HI" 1
"55162" 73 49 476 0 "HI" 1
"55176" 73 1 311 1 "HI" 1
"55189" 73 24 340 0 "LI" -1
"55202" 73 44 379 1 "HI" 1
"55215" 73 7 415 1 "HI" 1
"55228" 73 14 350 1 "HI" 1
"55241" 73 6 415 0 "LI" -1
"55253" 73 47 365 1 "LI" -1
"55267" 73 2 397 0 "HI" 1
"55281" 73 3 315 0 "HI" 1
"55294" 73 40 300 1 "LI" -1
"55307" 73 29 472 1 "LI" -1
"55320" 73 15 336 0 "HI" 1
"55334" 73 39 315 0 "HI" 1
"55347" 73 5 462 1 "LI" -1
"55361" 73 31 480 1 "HI" 1
"55374" 73 51 379 0 "HI" 1
"55387" 73 8 308 1 "HI" 1
"55400" 73 17 404 1 "LI" -1
"55414" 73 33 426 0 "HI" 1
"55427" 73 38 480 1 "HI" 1
"55440" 73 25 566 0 "HI" 1
"55453" 73 55 523 1 "HI" 1
"55466" 73 16 408 1 "LI" -1
"55480" 73 46 329 1 "LI" -1
"55492" 73 9 440 1 "HI" 1
"55505" 73 50 347 1 "HI" 1
"55518" 73 36 390 0 "LI" -1
"55531" 73 20 329 0 "HI" 1
"55545" 73 12 325 0 "LI" -1
"55559" 73 58 365 1 "LI" -1
"55572" 73 32 433 0 "HI" 1
"55586" 73 10 322 1 "LI" -1
"55600" 73 59 365 1 "LI" -1
"55613" 73 53 340 0 "LI" -1
"55625" 73 41 508 0 "LI" -1
"55638" 73 11 508 0 "LI" -1
"55651" 73 52 634 1 "LI" -1
"55665" 73 27 383 0 "HI" 1
"55679" 73 19 307 1 "HI" 1
"55693" 73 37 307 1 "HI" 1
"55707" 73 28 343 0 "LI" -1
"55721" 73 48 426 0 "LI" -1
"55735" 73 60 404 0 "LI" -1
"55748" 73 23 354 0 "LI" -1
"55761" 73 22 429 1 "LI" -1
"55775" 73 34 429 1 "LI" -1
"55788" 74 10 1309 1 "LI" -1
"55802" 74 17 1169 1 "LI" -1
"55816" 74 56 1222 0 "HI" 1
"55829" 74 32 803 0 "HI" 1
"55843" 74 22 2679 0 "LI" -1
"55857" 74 47 738 1 "LI" -1
"55871" 74 31 1868 1 "HI" 1
"55884" 74 19 293 1 "HI" 1
"55898" 74 5 892 0 "LI" -1
"55912" 74 50 426 0 "HI" 1
"55938" 74 49 1430 1 "HI" 1
"55952" 74 33 1011 1 "LI" -1
"55965" 74 12 806 1 "HI" 1
"55979" 74 39 4986 1 "LI" -1
"56004" 74 28 602 1 "LI" -1
"56018" 74 29 1552 0 "LI" -1
"56031" 74 53 390 0 "LI" -1
"56043" 74 18 881 1 "HI" 1
"56056" 74 48 2309 1 "HI" 1
"56070" 74 16 727 1 "LI" -1
"56084" 74 2 2772 0 "HI" 1
"56098" 74 23 350 0 "LI" -1
"56111" 74 27 1409 1 "LI" -1
"56125" 74 54 2754 1 "HI" 1
"56137" 74 59 444 0 "LI" -1
"56150" 74 41 1272 1 "LI" -1
"56163" 74 46 580 1 "LI" -1
"56175" 74 43 3306 1 "HI" 1
"56187" 74 26 365 0 "HI" 1
"56201" 74 51 1337 1 "LI" -1
"56214" 74 7 433 0 "HI" 1
"56227" 74 35 803 1 "LI" -1
"56240" 74 11 379 1 "LI" -1
"56253" 74 8 774 1 "HI" 1
"56266" 74 52 1814 1 "LI" -1
"56279" 74 1 415 1 "HI" 1
"56292" 74 45 1889 1 "LI" -1
"56304" 74 60 2137 1 "HI" 1
"56317" 74 34 361 1 "LI" -1
"56329" 74 15 2262 1 "LI" -1
"56343" 74 55 1111 1 "HI" 1
"56356" 74 30 1409 1 "HI" 1
"56369" 74 6 1753 1 "HI" 1
"56381" 74 37 2886 1 "HI" 1
"56395" 74 21 3317 1 "LI" -1
"56408" 74 57 2689 1 "LI" -1
"56420" 74 13 415 1 "HI" 1
"56433" 74 9 397 1 "LI" -1
"56446" 74 14 723 0 "HI" 1
"56459" 74 38 734 1 "HI" 1
"56472" 74 40 562 1 "LI" -1
"56485" 74 36 1843 1 "HI" 1
"56510" 74 25 1416 1 "HI" 1
"56523" 74 3 2015 1 "LI" -1
"56536" 74 24 1513 1 "HI" 1
"56549" 74 42 1391 1 "HI" 1
"56562" 74 44 562 0 "HI" 1
"56575" 75 27 480 1 "LI" -1
"56589" 75 59 390 0 "HI" 1
"56602" 75 60 581 0 "HI" 1
"56615" 75 22 383 1 "LI" -1
"56629" 75 34 890 0 "LI" -1
"56642" 75 46 394 0 "LI" -1
"56654" 75 30 484 0 "HI" 1
"56667" 75 8 505 1 "LI" -1
"56680" 75 11 1342 1 "HI" 1
"56693" 75 4 476 0 "LI" -1
"56706" 75 41 555 1 "HI" 1
"56719" 75 47 476 1 "HI" 1
"56733" 75 44 545 1 "LI" -1
"56746" 75 10 422 0 "LI" -1
"56760" 75 23 613 1 "HI" 1
"56773" 75 18 466 0 "HI" 1
"56786" 75 43 695 0 "HI" 1
"56799" 75 39 458 1 "LI" -1
"56812" 75 14 867 1 "LI" -1
"56825" 75 50 275 1 "LI" -1
"56838" 75 37 935 0 "HI" 1
"56852" 75 7 502 0 "HI" 1
"56865" 75 19 519 0 "HI" 1
"56879" 75 51 796 1 "LI" -1
"56892" 75 20 487 1 "LI" -1
"56906" 75 40 458 1 "LI" -1
"56919" 75 58 437 0 "LI" -1
"56932" 75 16 523 0 "LI" -1
"56946" 75 42 491 1 "HI" 1
"56959" 75 17 1040 1 "HI" 1
"56973" 75 6 1269 1 "HI" 1
"56985" 75 36 491 1 "HI" 1
"56998" 75 49 372 1 "HI" 1
"57012" 75 45 433 1 "LI" -1
"57024" 75 12 473 0 "HI" 1
"57038" 75 9 591 1 "LI" -1
"57051" 75 53 480 1 "HI" 1
"57063" 75 24 444 0 "HI" 1
"57076" 75 56 458 1 "LI" -1
"57089" 75 13 541 0 "HI" 1
"57102" 75 38 473 1 "LI" -1
"57115" 75 2 595 0 "LI" -1
"57128" 75 1 469 0 "HI" 1
"57141" 75 28 401 1 "LI" -1
"57155" 75 21 638 0 "LI" -1
"57168" 75 5 376 1 "HI" 1
"57182" 75 54 340 1 "HI" 1
"57194" 75 26 365 1 "LI" -1
"57208" 75 55 383 0 "HI" 1
"57221" 75 29 386 1 "HI" 1
"57234" 75 32 422 1 "LI" -1
"57248" 75 33 411 0 "LI" -1
"57261" 75 48 440 1 "HI" 1
"57275" 75 57 343 1 "LI" -1
"57287" 75 3 548 1 "LI" -1
"57300" 75 35 526 1 "HI" 1
"57313" 75 31 336 1 "HI" 1
"57326" 75 25 444 0 "HI" 1
"57339" 75 52 401 0 "LI" -1
"57353" 75 15 383 1 "LI" -1
"57367" 76 14 455 0 "LI" -1
"57380" 76 48 397 1 "HI" 1
"57394" 76 23 387 1 "HI" 1
"57407" 76 10 419 1 "HI" 1
"57421" 76 8 946 0 "LI" -1
"57434" 76 39 792 0 "LI" -1
"57446" 76 35 412 1 "HI" 1
"57459" 76 55 1039 1 "LI" -1
"57472" 76 47 347 1 "HI" 1
"57486" 76 34 433 0 "HI" 1
"57499" 76 13 390 1 "LI" -1
"57512" 76 2 344 1 "LI" -1
"57526" 76 60 472 0 "HI" 1
"57539" 76 46 387 1 "HI" 1
"57551" 76 25 437 1 "LI" -1
"57564" 76 18 351 0 "HI" 1
"57577" 76 1 369 1 "LI" -1
"57590" 76 53 315 0 "HI" 1
"57602" 76 44 512 1 "LI" -1
"57615" 76 12 358 1 "HI" 1
"57629" 76 43 354 1 "LI" -1
"57642" 76 16 354 1 "HI" 1
"57656" 76 3 332 1 "LI" -1
"57669" 76 51 343 0 "LI" -1
"57682" 76 9 379 0 "LI" -1
"57695" 76 21 354 0 "LI" -1
"57708" 76 6 436 1 "HI" 1
"57720" 76 52 368 1 "HI" 1
"57734" 76 19 315 1 "LI" -1
"57748" 76 33 433 0 "LI" -1
"57761" 76 15 390 0 "LI" -1
"57775" 76 56 447 1 "LI" -1
"57788" 76 24 383 0 "HI" 1
"57801" 76 59 322 1 "HI" 1
"57814" 76 22 397 1 "HI" 1
"57827" 76 58 282 1 "HI" 1
"57840" 76 45 415 1 "LI" -1
"57863" 76 17 361 1 "HI" 1
"57877" 76 36 290 0 "HI" 1
"57890" 76 37 390 1 "LI" -1
"57904" 76 7 573 0 "LI" -1
"57917" 76 31 368 1 "LI" -1
"57930" 76 29 297 0 "HI" 1
"57943" 76 20 526 0 "LI" -1
"57957" 76 32 354 0 "LI" -1
"57969" 76 41 781 1 "HI" 1
"57982" 76 30 494 0 "HI" 1
"57995" 76 42 551 0 "HI" 1
"58007" 76 27 340 1 "LI" -1
"58021" 76 49 275 1 "LI" -1
"58035" 76 28 333 1 "HI" 1
"58049" 76 57 347 0 "LI" -1
"58060" 76 40 336 1 "HI" 1
"58073" 76 11 372 1 "HI" 1
"58086" 76 5 332 1 "HI" 1
"58100" 76 50 357 1 "LI" -1
"58113" 76 38 315 0 "LI" -1
"58126" 76 26 393 1 "LI" -1
"58140" 76 4 393 1 "HI" 1
"58153" 77 59 451 0 "HI" 1
"58166" 77 45 476 1 "HI" 1
"58178" 77 35 448 1 "HI" 1
"58191" 77 54 358 1 "LI" -1
"58203" 77 26 433 1 "LI" -1
"58217" 77 34 354 1 "HI" 1
"58230" 77 21 803 1 "HI" 1
"58243" 77 22 656 1 "HI" 1
"58257" 77 16 196 1 "HI" 1
"58271" 77 49 509 1 "LI" -1
"58285" 77 24 343 1 "LI" -1
"58298" 77 53 727 1 "HI" 1
"58310" 77 51 358 1 "HI" 1
"58323" 77 33 225 1 "HI" 1
"58336" 77 12 831 1 "LI" -1
"58350" 77 55 347 1 "LI" -1
"58363" 77 6 336 1 "LI" -1
"58375" 77 14 523 0 "LI" -1
"58387" 77 31 465 1 "LI" -1
"58400" 77 20 412 1 "LI" -1
"58414" 77 17 193 1 "HI" 1
"58428" 77 5 448 1 "HI" 1
"58442" 77 40 412 1 "HI" 1
"58455" 77 4 304 1 "HI" 1
"58468" 77 7 1111 1 "LI" -1
"58481" 77 23 379 1 "HI" 1
"58494" 77 9 290 1 "HI" 1
"58507" 77 41 325 1 "HI" 1
"58520" 77 57 616 1 "HI" 1
"58532" 77 15 688 1 "HI" 1
"58546" 77 29 243 1 "HI" 1
"58559" 77 46 437 1 "HI" 1
"58571" 77 52 315 1 "HI" 1
"58585" 77 13 293 1 "LI" -1
"58598" 77 18 376 1 "LI" -1
"58611" 77 2 358 1 "LI" -1
"58625" 77 43 286 1 "LI" -1
"58638" 77 36 422 1 "LI" -1
"58651" 77 11 343 1 "HI" 1
"58664" 77 27 369 1 "HI" 1
"58678" 77 50 257 1 "LI" -1
"58691" 77 8 268 0 "LI" -1
"58704" 77 30 350 1 "LI" -1
"58717" 77 32 576 0 "LI" -1
"58729" 77 39 322 1 "HI" 1
"58742" 77 44 562 1 "LI" -1
"58755" 77 38 282 1 "LI" -1
"58768" 77 60 408 1 "LI" -1
"58781" 77 10 375 1 "HI" 1
"58795" 77 1 297 1 "LI" -1
"58808" 77 47 451 1 "HI" 1
"58822" 77 25 322 1 "LI" -1
"58835" 77 58 318 1 "HI" 1
"58848" 77 56 512 1 "LI" -1
"58861" 77 48 304 1 "LI" -1
"58875" 77 19 386 1 "LI" -1
"58889" 77 3 422 1 "HI" 1
"58902" 77 37 548 1 "LI" -1
"58916" 77 28 228 1 "HI" 1
"58930" 78 39 536 1 "HI" 1
"58943" 78 3 443 0 "HI" 1
