"subj" "item" "rt" "int" "expt"
"73311" "dillonE147" "dillonE18" 385 "high" "dillonE1"
"73318" "dillonE147" "dillonE18" 298 "high" "dillonE1"
"73325" "dillonE147" "dillonE18" 662 "high" "dillonE1"
"73332" "dillonE147" "dillonE18" 1779 "high" "dillonE1"
"73339" "dillonE147" "dillonE123" 725 "low" "dillonE1"
"73346" "dillonE147" "dillonE123" 508 "low" "dillonE1"
"73353" "dillonE147" "dillonE123" 1574 "low" "dillonE1"
"73360" "dillonE147" "dillonE123" 685 "low" "dillonE1"
"73367" "dillonE147" "dillonE123" 1122 "low" "dillonE1"
"73374" "dillonE147" "dillonE123" 2768 "low" "dillonE1"
"73549" "dillonE147" "dillonE124" 565 "high" "dillonE1"
"73556" "dillonE147" "dillonE124" 886 "high" "dillonE1"
"73563" "dillonE147" "dillonE124" 1373 "high" "dillonE1"
"73570" "dillonE147" "dillonE124" 183 "high" "dillonE1"
"73577" "dillonE147" "dillonE124" 593 "high" "dillonE1"
"73584" "dillonE147" "dillonE124" 1524 "high" "dillonE1"
"73633" "dillonE147" "dillonE148" 1362 "high" "dillonE1"
"73640" "dillonE147" "dillonE148" 860 "high" "dillonE1"
"73647" "dillonE147" "dillonE148" 1659 "high" "dillonE1"
"73654" "dillonE147" "dillonE148" 1729 "high" "dillonE1"
"73661" "dillonE147" "dillonE148" 2997 "high" "dillonE1"
"73668" "dillonE147" "dillonE148" 2100 "high" "dillonE1"
"73808" "dillonE147" "dillonE140" 285 "high" "dillonE1"
"73815" "dillonE147" "dillonE140" 380 "high" "dillonE1"
"73822" "dillonE147" "dillonE140" 289 "high" "dillonE1"
"73829" "dillonE147" "dillonE140" 452 "high" "dillonE1"
"73836" "dillonE147" "dillonE140" 1056 "high" "dillonE1"
"74137" "dillonE147" "dillonE132" 644 "high" "dillonE1"
"74144" "dillonE147" "dillonE132" 836 "high" "dillonE1"
"74151" "dillonE147" "dillonE132" 599 "high" "dillonE1"
"74158" "dillonE147" "dillonE132" 723 "high" "dillonE1"
"74165" "dillonE147" "dillonE132" 735 "high" "dillonE1"
"74172" "dillonE147" "dillonE132" 892 "high" "dillonE1"
"74228" "dillonE147" "dillonE139" 506 "low" "dillonE1"
"74235" "dillonE147" "dillonE139" 843 "low" "dillonE1"
"74242" "dillonE147" "dillonE139" 344 "low" "dillonE1"
"74249" "dillonE147" "dillonE139" 544 "low" "dillonE1"
"74256" "dillonE147" "dillonE139" 1440 "low" "dillonE1"
"74305" "dillonE147" "dillonE116" 2161 "high" "dillonE1"
"74312" "dillonE147" "dillonE116" 1187 "high" "dillonE1"
"74319" "dillonE147" "dillonE116" 2169 "high" "dillonE1"
"74326" "dillonE147" "dillonE116" 498 "high" "dillonE1"
"74333" "dillonE147" "dillonE116" 233 "high" "dillonE1"
"74340" "dillonE147" "dillonE116" 1766 "high" "dillonE1"
"74641" "dillonE148" "dillonE130" 629 "low" "dillonE1"
"74648" "dillonE148" "dillonE130" 597 "low" "dillonE1"
"74655" "dillonE148" "dillonE130" 1691 "low" "dillonE1"
"74662" "dillonE148" "dillonE130" 710 "low" "dillonE1"
"74669" "dillonE148" "dillonE130" 1190 "low" "dillonE1"
"74676" "dillonE148" "dillonE130" 1133 "low" "dillonE1"
"74725" "dillonE148" "dillonE114" 801 "low" "dillonE1"
"74732" "dillonE148" "dillonE114" 670 "low" "dillonE1"
"74739" "dillonE148" "dillonE114" 464 "low" "dillonE1"
"74746" "dillonE148" "dillonE114" 223 "low" "dillonE1"
"74753" "dillonE148" "dillonE114" 554 "low" "dillonE1"
"74760" "dillonE148" "dillonE114" 1449 "low" "dillonE1"
"75061" "dillonE148" "dillonE138" 2034 "low" "dillonE1"
"75068" "dillonE148" "dillonE138" 1056 "low" "dillonE1"
"75075" "dillonE148" "dillonE138" 1047 "low" "dillonE1"
"75082" "dillonE148" "dillonE138" 257 "low" "dillonE1"
"75089" "dillonE148" "dillonE138" 824 "low" "dillonE1"
"75096" "dillonE148" "dillonE138" 1708 "low" "dillonE1"
"75103" "dillonE148" "dillonE122" 1483 "low" "dillonE1"
"75110" "dillonE148" "dillonE122" 1483 "low" "dillonE1"
"75117" "dillonE148" "dillonE122" 2883 "low" "dillonE1"
"75124" "dillonE148" "dillonE122" 2103 "low" "dillonE1"
"75131" "dillonE148" "dillonE122" 1360 "low" "dillonE1"
"75138" "dillonE148" "dillonE122" 766 "low" "dillonE1"
"75229" "dillonE148" "dillonE17" 561 "high" "dillonE1"
"75236" "dillonE148" "dillonE17" 1085 "high" "dillonE1"
"75243" "dillonE148" "dillonE17" 2304 "high" "dillonE1"
"75250" "dillonE148" "dillonE17" 626 "high" "dillonE1"
"75257" "dillonE148" "dillonE17" 1089 "high" "dillonE1"
"75264" "dillonE148" "dillonE17" 958 "high" "dillonE1"
"75397" "dillonE148" "dillonE146" 1590 "low" "dillonE1"
"75404" "dillonE148" "dillonE146" 1921 "low" "dillonE1"
"75411" "dillonE148" "dillonE146" 1641 "low" "dillonE1"
"75418" "dillonE148" "dillonE146" 1327 "low" "dillonE1"
"75425" "dillonE148" "dillonE146" 1224 "low" "dillonE1"
"75432" "dillonE148" "dillonE146" 2076 "low" "dillonE1"
"75523" "dillonE148" "dillonE123" 2989 "high" "dillonE1"
"75530" "dillonE148" "dillonE123" 1043 "high" "dillonE1"
"75537" "dillonE148" "dillonE123" 1450 "high" "dillonE1"
"75544" "dillonE148" "dillonE123" 721 "high" "dillonE1"
"75551" "dillonE148" "dillonE123" 900 "high" "dillonE1"
"75558" "dillonE148" "dillonE123" 759 "high" "dillonE1"
"75691" "dillonE148" "dillonE147" 988 "high" "dillonE1"
"75698" "dillonE148" "dillonE147" 469 "high" "dillonE1"
"75705" "dillonE148" "dillonE147" 799 "high" "dillonE1"
"75712" "dillonE148" "dillonE147" 380 "high" "dillonE1"
"75719" "dillonE148" "dillonE147" 646 "high" "dillonE1"
"75726" "dillonE148" "dillonE147" 1193 "high" "dillonE1"
"76237" "dillonE148" "dillonE16" 2039 "low" "dillonE1"
"76244" "dillonE148" "dillonE16" 2737 "low" "dillonE1"
"76251" "dillonE148" "dillonE16" 1158 "low" "dillonE1"
"76258" "dillonE148" "dillonE16" 1025 "low" "dillonE1"
"76265" "dillonE148" "dillonE16" 1858 "low" "dillonE1"
"76272" "dillonE148" "dillonE16" 2914 "low" "dillonE1"
"76321" "dillonE148" "dillonE115" 555 "high" "dillonE1"
"76328" "dillonE148" "dillonE115" 564 "high" "dillonE1"
"76335" "dillonE148" "dillonE115" 1357 "high" "dillonE1"
"76342" "dillonE148" "dillonE115" 546 "high" "dillonE1"
"76349" "dillonE148" "dillonE115" 722 "high" "dillonE1"
"76356" "dillonE148" "dillonE115" 983 "high" "dillonE1"
"76405" "dillonE148" "dillonE139" 3040 "high" "dillonE1"
"76412" "dillonE148" "dillonE139" 1206 "high" "dillonE1"
"76419" "dillonE148" "dillonE139" 2215 "high" "dillonE1"
"76426" "dillonE148" "dillonE139" 1312 "high" "dillonE1"
"76433" "dillonE148" "dillonE139" 603 "high" "dillonE1"
"76440" "dillonE148" "dillonE139" 1090 "high" "dillonE1"
"76489" "dillonE148" "dillonE131" 1624 "high" "dillonE1"
"76496" "dillonE148" "dillonE131" 988 "high" "dillonE1"
"76503" "dillonE148" "dillonE131" 1237 "high" "dillonE1"
"76510" "dillonE148" "dillonE131" 502 "high" "dillonE1"
"76517" "dillonE148" "dillonE131" 475 "high" "dillonE1"
"76524" "dillonE148" "dillonE131" 1325 "high" "dillonE1"
"76699" "dillonE149" "dillonE113" 1036 "low" "dillonE1"
"76706" "dillonE149" "dillonE113" 618 "low" "dillonE1"
"76713" "dillonE149" "dillonE113" 1197 "low" "dillonE1"
"76720" "dillonE149" "dillonE113" 557 "low" "dillonE1"
"76727" "dillonE149" "dillonE113" 467 "low" "dillonE1"
"76734" "dillonE149" "dillonE113" 986 "low" "dillonE1"
"76741" "dillonE149" "dillonE137" 1021 "low" "dillonE1"
"76748" "dillonE149" "dillonE137" 558 "low" "dillonE1"
"76755" "dillonE149" "dillonE137" 925 "low" "dillonE1"
"76762" "dillonE149" "dillonE137" 349 "low" "dillonE1"
"76769" "dillonE149" "dillonE137" 830 "low" "dillonE1"
"76776" "dillonE149" "dillonE137" 1856 "low" "dillonE1"
"77119" "dillonE149" "dillonE114" 1130 "high" "dillonE1"
"77126" "dillonE149" "dillonE114" 768 "high" "dillonE1"
"77133" "dillonE149" "dillonE114" 969 "high" "dillonE1"
"77140" "dillonE149" "dillonE114" 390 "high" "dillonE1"
"77147" "dillonE149" "dillonE114" 532 "high" "dillonE1"
"77154" "dillonE149" "dillonE114" 1648 "high" "dillonE1"
"77203" "dillonE149" "dillonE145" 542 "low" "dillonE1"
"77210" "dillonE149" "dillonE145" 282 "low" "dillonE1"
"77217" "dillonE149" "dillonE145" 1173 "low" "dillonE1"
"77224" "dillonE149" "dillonE145" 312 "low" "dillonE1"
"77231" "dillonE149" "dillonE145" 466 "low" "dillonE1"
"77238" "dillonE149" "dillonE145" 613 "low" "dillonE1"
"77413" "dillonE149" "dillonE121" 325 "low" "dillonE1"
"77420" "dillonE149" "dillonE121" 504 "low" "dillonE1"
"77427" "dillonE149" "dillonE121" 529 "low" "dillonE1"
"77434" "dillonE149" "dillonE121" 227 "low" "dillonE1"
"77441" "dillonE149" "dillonE121" 410 "low" "dillonE1"
"77448" "dillonE149" "dillonE121" 1721 "low" "dillonE1"
"77539" "dillonE149" "dillonE122" 668 "high" "dillonE1"
"77546" "dillonE149" "dillonE122" 880 "high" "dillonE1"
"77553" "dillonE149" "dillonE122" 1271 "high" "dillonE1"
"77560" "dillonE149" "dillonE122" 434 "high" "dillonE1"
"77567" "dillonE149" "dillonE122" 499 "high" "dillonE1"
"77574" "dillonE149" "dillonE122" 1080 "high" "dillonE1"
"77749" "dillonE149" "dillonE146" 526 "high" "dillonE1"
"77756" "dillonE149" "dillonE146" 899 "high" "dillonE1"
"77763" "dillonE149" "dillonE146" 725 "high" "dillonE1"
"77770" "dillonE149" "dillonE146" 313 "high" "dillonE1"
"77777" "dillonE149" "dillonE146" 956 "high" "dillonE1"
"77784" "dillonE149" "dillonE146" 835 "high" "dillonE1"
"78127" "dillonE149" "dillonE15" 3494 "low" "dillonE1"
"78134" "dillonE149" "dillonE15" 700 "low" "dillonE1"
"78141" "dillonE149" "dillonE15" 2613 "low" "dillonE1"
"78148" "dillonE149" "dillonE15" 723 "low" "dillonE1"
"78155" "dillonE149" "dillonE15" 1796 "low" "dillonE1"
"78162" "dillonE149" "dillonE15" 3487 "low" "dillonE1"
"78295" "dillonE149" "dillonE138" 649 "high" "dillonE1"
"78302" "dillonE149" "dillonE138" 326 "high" "dillonE1"
"78309" "dillonE149" "dillonE138" 516 "high" "dillonE1"
"78316" "dillonE149" "dillonE138" 239 "high" "dillonE1"
"78323" "dillonE149" "dillonE138" 319 "high" "dillonE1"
"78330" "dillonE149" "dillonE138" 735 "high" "dillonE1"
"78337" "dillonE149" "dillonE129" 526 "low" "dillonE1"
"78344" "dillonE149" "dillonE129" 395 "low" "dillonE1"
"78351" "dillonE149" "dillonE129" 947 "low" "dillonE1"
"78358" "dillonE149" "dillonE129" 337 "low" "dillonE1"
"78365" "dillonE149" "dillonE129" 1131 "low" "dillonE1"
"78372" "dillonE149" "dillonE129" 562 "low" "dillonE1"
"78421" "dillonE149" "dillonE16" 871 "high" "dillonE1"
"78428" "dillonE149" "dillonE16" 474 "high" "dillonE1"
"78435" "dillonE149" "dillonE16" 1046 "high" "dillonE1"
"78442" "dillonE149" "dillonE16" 491 "high" "dillonE1"
"78449" "dillonE149" "dillonE16" 546 "high" "dillonE1"
"78456" "dillonE149" "dillonE16" 1595 "high" "dillonE1"
"78547" "dillonE149" "dillonE130" 1222 "high" "dillonE1"
"78554" "dillonE149" "dillonE130" 601 "high" "dillonE1"
"78561" "dillonE149" "dillonE130" 869 "high" "dillonE1"
"78568" "dillonE149" "dillonE130" 1095 "high" "dillonE1"
"78575" "dillonE149" "dillonE130" 1347 "high" "dillonE1"
"78582" "dillonE149" "dillonE130" 682 "high" "dillonE1"
"78799" "dillonE150" "dillonE112" 438 "low" "dillonE1"
"78806" "dillonE150" "dillonE112" 427 "low" "dillonE1"
"78813" "dillonE150" "dillonE112" 642 "low" "dillonE1"
"78820" "dillonE150" "dillonE112" 223 "low" "dillonE1"
"78827" "dillonE150" "dillonE112" 428 "low" "dillonE1"
"78834" "dillonE150" "dillonE112" 641 "low" "dillonE1"
"78841" "dillonE150" "dillonE136" 876 "low" "dillonE1"
"78848" "dillonE150" "dillonE136" 906 "low" "dillonE1"
"78855" "dillonE150" "dillonE136" 1280 "low" "dillonE1"
"78862" "dillonE150" "dillonE136" 838 "low" "dillonE1"
"78869" "dillonE150" "dillonE136" 700 "low" "dillonE1"
"78876" "dillonE150" "dillonE136" 1406 "low" "dillonE1"
"79261" "dillonE150" "dillonE15" 810 "high" "dillonE1"
"79268" "dillonE150" "dillonE15" 464 "high" "dillonE1"
"79275" "dillonE150" "dillonE15" 853 "high" "dillonE1"
"79282" "dillonE150" "dillonE15" 295 "high" "dillonE1"
"79289" "dillonE150" "dillonE15" 372 "high" "dillonE1"
"79296" "dillonE150" "dillonE15" 658 "high" "dillonE1"
"79303" "dillonE150" "dillonE144" 198 "low" "dillonE1"
"79310" "dillonE150" "dillonE144" 792 "low" "dillonE1"
"79317" "dillonE150" "dillonE144" 1119 "low" "dillonE1"
"79324" "dillonE150" "dillonE144" 493 "low" "dillonE1"
"79331" "dillonE150" "dillonE144" 1291 "low" "dillonE1"
"79338" "dillonE150" "dillonE144" 1032 "low" "dillonE1"
"79345" "dillonE150" "dillonE120" 691 "low" "dillonE1"
"79352" "dillonE150" "dillonE120" 279 "low" "dillonE1"
"79359" "dillonE150" "dillonE120" 764 "low" "dillonE1"
"79366" "dillonE150" "dillonE120" 430 "low" "dillonE1"
"79373" "dillonE150" "dillonE120" 1067 "low" "dillonE1"
"79380" "dillonE150" "dillonE120" 444 "low" "dillonE1"
"79555" "dillonE150" "dillonE121" 359 "high" "dillonE1"
"79562" "dillonE150" "dillonE121" 352 "high" "dillonE1"
"79569" "dillonE150" "dillonE121" 712 "high" "dillonE1"
"79576" "dillonE150" "dillonE121" 660 "high" "dillonE1"
"79583" "dillonE150" "dillonE121" 628 "high" "dillonE1"
"79590" "dillonE150" "dillonE121" 156 "high" "dillonE1"
"79597" "dillonE150" "dillonE128" 580 "low" "dillonE1"
"79604" "dillonE150" "dillonE128" 1277 "low" "dillonE1"
"79611" "dillonE150" "dillonE128" 1482 "low" "dillonE1"
"79618" "dillonE150" "dillonE128" 337 "low" "dillonE1"
"79625" "dillonE150" "dillonE128" 788 "low" "dillonE1"
"79632" "dillonE150" "dillonE128" 1077 "low" "dillonE1"
"79849" "dillonE150" "dillonE145" 821 "high" "dillonE1"
"79856" "dillonE150" "dillonE145" 532 "high" "dillonE1"
"79863" "dillonE150" "dillonE145" 367 "high" "dillonE1"
"79877" "dillonE150" "dillonE145" 811 "high" "dillonE1"
"79884" "dillonE150" "dillonE145" 865 "high" "dillonE1"
"80227" "dillonE150" "dillonE14" 969 "low" "dillonE1"
"80234" "dillonE150" "dillonE14" 550 "low" "dillonE1"
"80241" "dillonE150" "dillonE14" 471 "low" "dillonE1"
"80248" "dillonE150" "dillonE14" 476 "low" "dillonE1"
"80255" "dillonE150" "dillonE14" 237 "low" "dillonE1"
"80262" "dillonE150" "dillonE14" 597 "low" "dillonE1"
"80353" "dillonE150" "dillonE113" 1855 "high" "dillonE1"
"80360" "dillonE150" "dillonE113" 592 "high" "dillonE1"
"80367" "dillonE150" "dillonE113" 796 "high" "dillonE1"
"80374" "dillonE150" "dillonE113" 745 "high" "dillonE1"
"80381" "dillonE150" "dillonE113" 957 "high" "dillonE1"
"80388" "dillonE150" "dillonE113" 1360 "high" "dillonE1"
"80437" "dillonE150" "dillonE137" 1254 "high" "dillonE1"
"80444" "dillonE150" "dillonE137" 258 "high" "dillonE1"
"80451" "dillonE150" "dillonE137" 733 "high" "dillonE1"
"80458" "dillonE150" "dillonE137" 210 "high" "dillonE1"
"80465" "dillonE150" "dillonE137" 227 "high" "dillonE1"
"80472" "dillonE150" "dillonE137" 741 "high" "dillonE1"
"80479" "dillonE150" "dillonE129" 420 "high" "dillonE1"
"80486" "dillonE150" "dillonE129" 278 "high" "dillonE1"
"80493" "dillonE150" "dillonE129" 584 "high" "dillonE1"
"80500" "dillonE150" "dillonE129" 441 "high" "dillonE1"
"80507" "dillonE150" "dillonE129" 346 "high" "dillonE1"
"80514" "dillonE150" "dillonE129" 554 "high" "dillonE1"
